X,Y,Z,gp_res,layer
67.6,43.6,-136.5,50,2
67.6,43.6,-140.7,50,2
67.6,43.6,-144.9,50,2
67.6,43.6,-149.1,50,2
67.6,43.6,-153.3,50,1
67.6,43.6,-157.5,50,1
67.6,43.6,-161.7,50,1
67.6,43.6,-165.9,50,1
67.6,43.6,-170.1,50,1
67.6,43.6,-174.3,50,1
67.6,43.6,-178.5,50,1
67.6,43.6,-182.7,50,1
67.6,43.6,-186.9,50,1
67.6,43.6,-191.1,50,1
67.6,43.6,-195.3,50,1
67.6,43.6,-199.5,50,-5
67.6,43.6,-203.7,50,-5
67.6,43.6,-207.9,50,-5
67.6,41.2,-2.1,50,3
67.6,41.2,-6.3,50,3
67.6,41.2,-10.5,50,3
67.6,41.2,-14.7,50,3
67.6,41.2,-18.9,50,3
67.6,41.2,-23.1,50,3
67.6,41.2,-27.3,50,3
67.6,41.2,-31.5,50,3
67.6,41.2,-35.7,50,3
67.6,41.2,-39.9,50,3
67.6,41.2,-44.1,50,3
67.6,41.2,-48.3,50,3
67.6,41.2,-52.5,50,0
67.6,41.2,-56.7,50,0
67.6,41.2,-60.9,50,0
67.6,41.2,-65.1,50,0
67.6,41.2,-69.3,50,0
67.6,41.2,-73.5,50,0
67.6,41.2,-77.7,50,0
67.6,41.2,-81.9,50,0
67.6,41.2,-86.1,50,0
67.6,41.2,-90.3,50,0
67.6,41.2,-94.5,50,0
67.6,41.2,-98.7,50,0
67.6,41.2,-102.9,50,2
67.6,41.2,-107.1,50,2
67.6,41.2,-111.3,50,2
67.6,41.2,-115.5,50,2
67.6,41.2,-119.7,50,2
67.6,41.2,-123.9,50,2
67.6,41.2,-128.1,50,2
67.6,41.2,-132.3,50,2
67.6,41.2,-136.5,50,2
67.6,41.2,-140.7,50,2
67.6,41.2,-144.9,50,2
67.6,41.2,-149.1,50,2
67.6,41.2,-153.3,50,1
67.6,41.2,-157.5,50,1
67.6,41.2,-161.7,50,1
67.6,41.2,-165.9,50,1
67.6,41.2,-170.1,50,1
67.6,41.2,-174.3,50,1
67.6,41.2,-178.5,50,1
67.6,41.2,-182.7,50,1
67.6,41.2,-186.9,50,1
67.6,41.2,-191.1,50,1
67.6,41.2,-195.3,50,1
67.6,41.2,-199.5,50,-5
67.6,41.2,-203.7,50,-5
67.6,41.2,-207.9,50,-5
65.2,158.8,-2.1,50,3
65.2,158.8,-6.3,50,3
65.2,158.8,-10.5,50,3
65.2,158.8,-14.7,50,3
65.2,158.8,-18.9,50,3
65.2,158.8,-23.1,50,3
65.2,158.8,-27.3,50,3
65.2,158.8,-31.5,50,3
65.2,158.8,-35.7,50,3
65.2,158.8,-39.9,50,3
65.2,158.8,-44.1,50,3
65.2,158.8,-48.3,50,3
65.2,158.8,-52.5,50,0
65.2,158.8,-56.7,50,0
65.2,158.8,-60.9,50,0
65.2,158.8,-65.1,50,0
65.2,158.8,-69.3,50,0
65.2,158.8,-73.5,50,0
65.2,158.8,-77.7,50,0
65.2,158.8,-81.9,50,0
65.2,158.8,-86.1,50,0
65.2,158.8,-90.3,50,0
65.2,158.8,-94.5,50,0
65.2,158.8,-98.7,50,0
65.2,158.8,-102.9,50,2
65.2,158.8,-107.1,50,2
65.2,158.8,-111.3,50,2
65.2,158.8,-115.5,50,2
65.2,158.8,-119.7,50,2
65.2,158.8,-123.9,50,2
65.2,158.8,-128.1,50,2
65.2,158.8,-132.3,50,2
65.2,158.8,-136.5,50,2
65.2,158.8,-140.7,50,2
65.2,158.8,-144.9,50,2
65.2,158.8,-149.1,50,2
65.2,158.8,-153.3,50,1
65.2,158.8,-157.5,50,1
65.2,158.8,-161.7,50,1
65.2,158.8,-165.9,50,1
65.2,158.8,-170.1,50,1
65.2,158.8,-174.3,50,1
65.2,158.8,-178.5,50,1
65.2,158.8,-182.7,50,1
65.2,158.8,-186.9,50,1
65.2,158.8,-191.1,50,1
65.2,158.8,-195.3,50,1
65.2,158.8,-199.5,50,-5
65.2,158.8,-203.7,50,-5
65.2,158.8,-207.9,50,-5
65.2,156.4,-2.1,50,3
65.2,156.4,-6.3,50,3
65.2,156.4,-10.5,50,3
65.2,156.4,-14.7,50,3
65.2,156.4,-18.9,50,3
65.2,156.4,-23.1,50,3
65.2,156.4,-27.3,50,3
65.2,156.4,-31.5,50,3
65.2,156.4,-35.7,50,3
65.2,156.4,-39.9,50,3
65.2,156.4,-44.1,50,3
65.2,156.4,-48.3,50,3
65.2,156.4,-52.5,50,0
65.2,156.4,-56.7,50,0
65.2,156.4,-60.9,50,0
65.2,156.4,-65.1,50,0
65.2,156.4,-69.3,50,0
65.2,156.4,-73.5,50,0
65.2,156.4,-77.7,50,0
65.2,156.4,-81.9,50,0
65.2,156.4,-86.1,50,0
65.2,156.4,-90.3,50,0
65.2,156.4,-94.5,50,0
65.2,156.4,-98.7,50,0
65.2,156.4,-102.9,50,2
65.2,156.4,-107.1,50,2
65.2,156.4,-111.3,50,2
65.2,156.4,-115.5,50,2
65.2,156.4,-119.7,50,2
65.2,156.4,-123.9,50,2
65.2,156.4,-128.1,50,2
65.2,156.4,-132.3,50,2
65.2,156.4,-136.5,50,2
65.2,156.4,-140.7,50,2
65.2,156.4,-144.9,50,2
65.2,156.4,-149.1,50,2
65.2,156.4,-153.3,50,1
65.2,156.4,-157.5,50,1
65.2,156.4,-161.7,50,1
65.2,156.4,-165.9,50,1
65.2,156.4,-170.1,50,1
65.2,156.4,-174.3,50,1
65.2,156.4,-178.5,50,1
65.2,156.4,-182.7,50,1
65.2,156.4,-186.9,50,1
65.2,156.4,-191.1,50,1
65.2,156.4,-195.3,50,1
65.2,156.4,-199.5,50,-5
65.2,156.4,-203.7,50,-5
65.2,156.4,-207.9,50,-5
65.2,154.0,-2.1,50,3
65.2,154.0,-6.3,50,3
65.2,154.0,-10.5,50,3
65.2,154.0,-14.7,50,3
65.2,154.0,-18.9,50,3
65.2,154.0,-23.1,50,3
65.2,154.0,-27.3,50,3
65.2,154.0,-31.5,50,3
65.2,154.0,-35.7,50,3
65.2,154.0,-39.9,50,3
65.2,154.0,-44.1,50,3
65.2,154.0,-48.3,50,3
65.2,154.0,-52.5,50,0
65.2,154.0,-56.7,50,0
65.2,154.0,-60.9,50,0
65.2,154.0,-65.1,50,0
65.2,154.0,-69.3,50,0
65.2,154.0,-73.5,50,0
65.2,154.0,-77.7,50,0
65.2,154.0,-81.9,50,0
65.2,154.0,-86.1,50,0
65.2,154.0,-90.3,50,0
65.2,154.0,-94.5,50,0
65.2,154.0,-98.7,50,0
65.2,154.0,-102.9,50,2
65.2,154.0,-107.1,50,2
65.2,154.0,-111.3,50,2
65.2,154.0,-115.5,50,2
65.2,154.0,-119.7,50,2
65.2,154.0,-123.9,50,2
65.2,154.0,-128.1,50,2
65.2,154.0,-132.3,50,2
65.2,154.0,-136.5,50,2
65.2,154.0,-140.7,50,2
65.2,154.0,-144.9,50,2
65.2,154.0,-149.1,50,2
65.2,154.0,-153.3,50,1
65.2,154.0,-157.5,50,1
65.2,154.0,-161.7,50,1
65.2,154.0,-165.9,50,1
65.2,154.0,-170.1,50,1
65.2,154.0,-174.3,50,1
65.2,154.0,-178.5,50,1
65.2,154.0,-182.7,50,1
65.2,154.0,-186.9,50,1
65.2,154.0,-191.1,50,1
65.2,154.0,-195.3,50,1
65.2,154.0,-199.5,50,-5
65.2,154.0,-203.7,50,-5
65.2,154.0,-207.9,50,-5
65.2,151.6,-2.1,50,3
65.2,151.6,-6.3,50,3
65.2,151.6,-10.5,50,3
65.2,151.6,-14.7,50,3
65.2,151.6,-18.9,50,3
65.2,151.6,-23.1,50,3
65.2,151.6,-27.3,50,3
65.2,151.6,-31.5,50,3
65.2,151.6,-35.7,50,3
65.2,151.6,-39.9,50,3
65.2,151.6,-44.1,50,3
65.2,151.6,-48.3,50,3
65.2,151.6,-52.5,50,0
65.2,151.6,-56.7,50,0
65.2,151.6,-60.9,50,0
65.2,151.6,-65.1,50,0
65.2,151.6,-69.3,50,0
65.2,151.6,-73.5,50,0
65.2,151.6,-77.7,50,0
65.2,151.6,-81.9,50,0
65.2,151.6,-86.1,50,0
65.2,151.6,-90.3,50,0
65.2,151.6,-94.5,50,0
65.2,151.6,-98.7,50,0
65.2,151.6,-102.9,50,2
65.2,151.6,-107.1,50,2
65.2,151.6,-111.3,50,2
65.2,151.6,-115.5,50,2
65.2,151.6,-119.7,50,2
65.2,151.6,-123.9,50,2
65.2,151.6,-128.1,50,2
65.2,151.6,-132.3,50,2
65.2,151.6,-136.5,50,2
65.2,151.6,-140.7,50,2
65.2,151.6,-144.9,50,2
65.2,151.6,-149.1,50,2
65.2,151.6,-153.3,50,1
65.2,151.6,-157.5,50,1
65.2,151.6,-161.7,50,1
65.2,151.6,-165.9,50,1
65.2,151.6,-170.1,50,1
65.2,151.6,-174.3,50,1
65.2,151.6,-178.5,50,1
65.2,151.6,-182.7,50,1
65.2,151.6,-186.9,50,1
65.2,151.6,-191.1,50,1
65.2,151.6,-195.3,50,1
65.2,151.6,-199.5,50,-5
65.2,151.6,-203.7,50,-5
65.2,151.6,-207.9,50,-5
65.2,149.2,-2.1,50,3
65.2,149.2,-6.3,50,3
65.2,149.2,-10.5,50,3
65.2,149.2,-14.7,50,3
65.2,149.2,-18.9,50,3
65.2,149.2,-23.1,50,3
65.2,149.2,-27.3,50,3
65.2,149.2,-31.5,50,3
65.2,149.2,-35.7,50,3
65.2,149.2,-39.9,50,3
65.2,149.2,-44.1,50,3
65.2,149.2,-48.3,50,3
65.2,149.2,-52.5,50,0
65.2,149.2,-56.7,50,0
65.2,149.2,-60.9,50,0
65.2,149.2,-65.1,50,0
65.2,149.2,-69.3,50,0
65.2,149.2,-73.5,50,0
65.2,149.2,-77.7,50,0
65.2,149.2,-81.9,50,0
65.2,149.2,-86.1,50,0
65.2,149.2,-90.3,50,0
65.2,149.2,-94.5,50,0
65.2,149.2,-98.7,50,0
65.2,149.2,-102.9,50,2
65.2,149.2,-107.1,50,2
65.2,149.2,-111.3,50,2
65.2,149.2,-115.5,50,2
65.2,149.2,-119.7,50,2
65.2,149.2,-123.9,50,2
65.2,149.2,-128.1,50,2
65.2,149.2,-132.3,50,2
65.2,149.2,-136.5,50,2
65.2,149.2,-140.7,50,2
65.2,149.2,-144.9,50,2
65.2,149.2,-149.1,50,2
65.2,149.2,-153.3,50,1
65.2,149.2,-157.5,50,1
65.2,149.2,-161.7,50,1
65.2,149.2,-165.9,50,1
65.2,149.2,-170.1,50,1
65.2,149.2,-174.3,50,1
65.2,149.2,-178.5,50,1
65.2,149.2,-182.7,50,1
65.2,149.2,-186.9,50,1
65.2,149.2,-191.1,50,1
65.2,149.2,-195.3,50,1
65.2,149.2,-199.5,50,-5
65.2,149.2,-203.7,50,-5
65.2,149.2,-207.9,50,-5
65.2,146.8,-2.1,50,3
65.2,146.8,-6.3,50,3
65.2,146.8,-10.5,50,3
65.2,146.8,-14.7,50,3
65.2,146.8,-18.9,50,3
65.2,146.8,-23.1,50,3
65.2,146.8,-27.3,50,3
65.2,146.8,-31.5,50,3
65.2,146.8,-35.7,50,3
65.2,146.8,-39.9,50,3
65.2,146.8,-44.1,50,3
65.2,146.8,-48.3,50,3
65.2,146.8,-52.5,50,0
65.2,146.8,-56.7,50,0
65.2,146.8,-60.9,50,0
65.2,146.8,-65.1,50,0
65.2,146.8,-69.3,50,0
65.2,146.8,-73.5,50,0
65.2,146.8,-77.7,50,0
65.2,146.8,-81.9,50,0
65.2,146.8,-86.1,50,0
65.2,146.8,-90.3,50,0
65.2,146.8,-94.5,50,0
65.2,146.8,-98.7,50,0
65.2,146.8,-102.9,50,2
65.2,146.8,-107.1,50,2
65.2,146.8,-111.3,50,2
65.2,146.8,-115.5,50,2
65.2,146.8,-119.7,50,2
65.2,146.8,-123.9,50,2
65.2,146.8,-128.1,50,2
65.2,146.8,-132.3,50,2
65.2,146.8,-136.5,50,2
65.2,146.8,-140.7,50,2
65.2,146.8,-144.9,50,2
65.2,146.8,-149.1,50,2
65.2,146.8,-153.3,50,1
65.2,146.8,-157.5,50,1
65.2,146.8,-161.7,50,1
65.2,146.8,-165.9,50,1
65.2,146.8,-170.1,50,1
65.2,146.8,-174.3,50,1
65.2,146.8,-178.5,50,1
65.2,146.8,-182.7,50,1
65.2,146.8,-186.9,50,1
65.2,146.8,-191.1,50,1
65.2,146.8,-195.3,50,1
65.2,146.8,-199.5,50,-5
65.2,146.8,-203.7,50,-5
65.2,146.8,-207.9,50,-5
65.2,144.4,-2.1,50,3
65.2,144.4,-6.3,50,3
65.2,144.4,-10.5,50,3
65.2,144.4,-14.7,50,3
65.2,144.4,-18.9,50,3
65.2,144.4,-23.1,50,3
65.2,144.4,-27.3,50,3
65.2,144.4,-31.5,50,3
65.2,144.4,-35.7,50,3
65.2,144.4,-39.9,50,3
65.2,144.4,-44.1,50,3
65.2,144.4,-48.3,50,3
65.2,144.4,-52.5,50,0
65.2,144.4,-56.7,50,0
65.2,144.4,-60.9,50,0
65.2,144.4,-65.1,50,0
65.2,144.4,-69.3,50,0
65.2,144.4,-73.5,50,0
65.2,144.4,-77.7,50,0
65.2,144.4,-81.9,50,0
65.2,144.4,-86.1,50,0
65.2,144.4,-90.3,50,0
65.2,144.4,-94.5,50,0
65.2,144.4,-98.7,50,0
65.2,144.4,-102.9,50,2
65.2,144.4,-107.1,50,2
65.2,144.4,-111.3,50,2
65.2,144.4,-115.5,50,2
65.2,144.4,-119.7,50,2
65.2,144.4,-123.9,50,2
65.2,144.4,-128.1,50,2
65.2,144.4,-132.3,50,2
65.2,144.4,-136.5,50,2
65.2,144.4,-140.7,50,2
65.2,144.4,-144.9,50,2
65.2,144.4,-149.1,50,2
65.2,144.4,-153.3,50,1
65.2,144.4,-157.5,50,1
65.2,144.4,-161.7,50,1
65.2,144.4,-165.9,50,1
65.2,144.4,-170.1,50,1
65.2,144.4,-174.3,50,1
65.2,144.4,-178.5,50,1
65.2,144.4,-182.7,50,1
65.2,144.4,-186.9,50,1
65.2,144.4,-191.1,50,1
65.2,144.4,-195.3,50,1
65.2,144.4,-199.5,50,-5
65.2,144.4,-203.7,50,-5
65.2,144.4,-207.9,50,-5
65.2,142.0,-2.1,50,3
65.2,142.0,-6.3,50,3
65.2,142.0,-10.5,50,3
65.2,142.0,-14.7,50,3
65.2,142.0,-18.9,50,3
65.2,142.0,-23.1,50,3
65.2,142.0,-27.3,50,3
65.2,142.0,-31.5,50,3
65.2,142.0,-35.7,50,3
65.2,142.0,-39.9,50,3
65.2,142.0,-44.1,50,3
65.2,142.0,-48.3,50,3
65.2,142.0,-52.5,50,0
65.2,142.0,-56.7,50,0
65.2,142.0,-60.9,50,0
65.2,142.0,-65.1,50,0
65.2,142.0,-69.3,50,0
65.2,142.0,-73.5,50,0
65.2,142.0,-77.7,50,0
65.2,142.0,-81.9,50,0
65.2,142.0,-86.1,50,0
65.2,142.0,-90.3,50,0
65.2,142.0,-94.5,50,0
65.2,142.0,-98.7,50,0
65.2,142.0,-102.9,50,2
65.2,142.0,-107.1,50,2
65.2,142.0,-111.3,50,2
65.2,142.0,-115.5,50,2
65.2,142.0,-119.7,50,2
65.2,142.0,-123.9,50,2
65.2,142.0,-128.1,50,2
65.2,142.0,-132.3,50,2
65.2,142.0,-136.5,50,2
65.2,142.0,-140.7,50,2
65.2,142.0,-144.9,50,2
65.2,142.0,-149.1,50,2
65.2,142.0,-153.3,50,1
65.2,142.0,-157.5,50,1
65.2,142.0,-161.7,50,1
65.2,142.0,-165.9,50,1
65.2,142.0,-170.1,50,1
65.2,142.0,-174.3,50,1
65.2,142.0,-178.5,50,1
65.2,142.0,-182.7,50,1
65.2,142.0,-186.9,50,1
65.2,142.0,-191.1,50,1
65.2,142.0,-195.3,50,1
65.2,142.0,-199.5,50,-5
65.2,142.0,-203.7,50,-5
65.2,142.0,-207.9,50,-5
65.2,139.6,-2.1,50,3
65.2,139.6,-6.3,50,3
65.2,139.6,-10.5,50,3
65.2,139.6,-14.7,50,3
65.2,139.6,-18.9,50,3
65.2,139.6,-23.1,50,3
65.2,139.6,-27.3,50,3
65.2,139.6,-31.5,50,3
65.2,139.6,-35.7,50,3
65.2,139.6,-39.9,50,3
65.2,139.6,-44.1,50,3
65.2,139.6,-48.3,50,3
65.2,139.6,-52.5,50,0
65.2,139.6,-56.7,50,0
65.2,139.6,-60.9,50,0
65.2,139.6,-65.1,50,0
65.2,139.6,-69.3,50,0
65.2,139.6,-73.5,50,0
65.2,139.6,-77.7,50,0
65.2,139.6,-81.9,50,0
65.2,139.6,-86.1,50,0
65.2,139.6,-90.3,50,0
65.2,139.6,-94.5,50,0
65.2,139.6,-98.7,50,0
65.2,139.6,-102.9,50,2
65.2,139.6,-107.1,50,2
65.2,139.6,-111.3,50,2
65.2,139.6,-115.5,50,2
65.2,139.6,-119.7,50,2
65.2,139.6,-123.9,50,2
65.2,139.6,-128.1,50,2
65.2,139.6,-132.3,50,2
65.2,139.6,-136.5,50,2
65.2,139.6,-140.7,50,2
65.2,139.6,-144.9,50,2
65.2,139.6,-149.1,50,2
65.2,139.6,-153.3,50,1
65.2,139.6,-157.5,50,1
65.2,139.6,-161.7,50,1
65.2,139.6,-165.9,50,1
65.2,139.6,-170.1,50,1
65.2,139.6,-174.3,50,1
65.2,139.6,-178.5,50,1
65.2,139.6,-182.7,50,1
65.2,139.6,-186.9,50,1
65.2,139.6,-191.1,50,1
65.2,139.6,-195.3,50,1
65.2,139.6,-199.5,50,-5
65.2,139.6,-203.7,50,-5
65.2,139.6,-207.9,50,-5
65.2,137.2,-2.1,50,3
65.2,137.2,-6.3,50,3
65.2,137.2,-10.5,50,3
65.2,137.2,-14.7,50,3
65.2,137.2,-18.9,50,3
65.2,137.2,-23.1,50,3
65.2,137.2,-27.3,50,3
65.2,137.2,-31.5,50,3
65.2,137.2,-35.7,50,3
65.2,137.2,-39.9,50,3
65.2,137.2,-44.1,50,3
65.2,137.2,-48.3,50,3
65.2,137.2,-52.5,50,0
65.2,137.2,-56.7,50,0
65.2,137.2,-60.9,50,0
65.2,137.2,-65.1,50,0
65.2,137.2,-69.3,50,0
65.2,137.2,-73.5,50,0
65.2,137.2,-77.7,50,0
65.2,137.2,-81.9,50,0
65.2,137.2,-86.1,50,0
65.2,137.2,-90.3,50,0
65.2,137.2,-94.5,50,0
65.2,137.2,-98.7,50,0
65.2,137.2,-102.9,50,2
65.2,137.2,-107.1,50,2
65.2,137.2,-111.3,50,2
65.2,137.2,-115.5,50,2
65.2,137.2,-119.7,50,2
65.2,137.2,-123.9,50,2
65.2,137.2,-128.1,50,2
65.2,137.2,-132.3,50,2
65.2,137.2,-136.5,50,2
65.2,137.2,-140.7,50,2
65.2,137.2,-144.9,50,2
65.2,137.2,-149.1,50,2
65.2,137.2,-153.3,50,1
65.2,137.2,-157.5,50,1
65.2,137.2,-161.7,50,1
65.2,137.2,-165.9,50,1
65.2,137.2,-170.1,50,1
65.2,137.2,-174.3,50,1
65.2,137.2,-178.5,50,1
65.2,137.2,-182.7,50,1
65.2,137.2,-186.9,50,1
65.2,137.2,-191.1,50,1
65.2,137.2,-195.3,50,1
65.2,137.2,-199.5,50,-5
65.2,137.2,-203.7,50,-5
65.2,137.2,-207.9,50,-5
65.2,134.8,-2.1,50,3
65.2,134.8,-6.3,50,3
65.2,134.8,-10.5,50,3
65.2,134.8,-14.7,50,3
65.2,134.8,-18.9,50,3
65.2,134.8,-23.1,50,3
65.2,134.8,-27.3,50,3
65.2,134.8,-31.5,50,3
65.2,134.8,-35.7,50,3
65.2,134.8,-39.9,50,3
65.2,134.8,-44.1,50,3
65.2,134.8,-48.3,50,3
65.2,134.8,-52.5,50,0
65.2,134.8,-56.7,50,0
65.2,134.8,-60.9,50,0
65.2,134.8,-65.1,50,0
65.2,134.8,-69.3,50,0
65.2,134.8,-73.5,50,0
65.2,134.8,-77.7,50,0
65.2,134.8,-81.9,50,0
65.2,134.8,-86.1,50,0
65.2,134.8,-90.3,50,0
65.2,134.8,-94.5,50,0
65.2,134.8,-98.7,50,0
65.2,134.8,-102.9,50,2
65.2,134.8,-107.1,50,2
65.2,134.8,-111.3,50,2
65.2,134.8,-115.5,50,2
65.2,134.8,-119.7,50,2
65.2,134.8,-123.9,50,2
65.2,134.8,-128.1,50,2
65.2,134.8,-132.3,50,2
65.2,134.8,-136.5,50,2
65.2,134.8,-140.7,50,2
65.2,134.8,-144.9,50,2
65.2,134.8,-149.1,50,2
65.2,134.8,-153.3,50,1
65.2,134.8,-157.5,50,1
65.2,134.8,-161.7,50,1
65.2,134.8,-165.9,50,1
65.2,134.8,-170.1,50,1
65.2,134.8,-174.3,50,1
65.2,134.8,-178.5,50,1
65.2,134.8,-182.7,50,1
65.2,134.8,-186.9,50,1
65.2,134.8,-191.1,50,1
65.2,134.8,-195.3,50,1
65.2,134.8,-199.5,50,-5
65.2,134.8,-203.7,50,-5
65.2,134.8,-207.9,50,-5
65.2,132.4,-2.1,50,3
65.2,132.4,-6.3,50,3
65.2,132.4,-10.5,50,3
65.2,132.4,-14.7,50,3
65.2,132.4,-18.9,50,3
65.2,132.4,-23.1,50,3
65.2,132.4,-27.3,50,3
65.2,132.4,-31.5,50,3
65.2,132.4,-35.7,50,3
65.2,132.4,-39.9,50,3
65.2,132.4,-44.1,50,3
65.2,132.4,-48.3,50,3
65.2,132.4,-52.5,50,0
65.2,132.4,-56.7,50,0
65.2,132.4,-60.9,50,0
65.2,132.4,-65.1,50,0
65.2,132.4,-69.3,50,0
65.2,132.4,-73.5,50,0
65.2,132.4,-77.7,50,0
65.2,132.4,-81.9,50,0
65.2,132.4,-86.1,50,0
65.2,132.4,-90.3,50,0
65.2,132.4,-94.5,50,0
65.2,132.4,-98.7,50,0
65.2,132.4,-102.9,50,2
65.2,132.4,-107.1,50,2
65.2,132.4,-111.3,50,2
65.2,132.4,-115.5,50,2
65.2,132.4,-119.7,50,2
65.2,132.4,-123.9,50,2
65.2,132.4,-128.1,50,2
65.2,132.4,-132.3,50,2
65.2,132.4,-136.5,50,2
65.2,132.4,-140.7,50,2
65.2,132.4,-144.9,50,2
65.2,132.4,-149.1,50,2
65.2,132.4,-153.3,50,1
65.2,132.4,-157.5,50,1
65.2,132.4,-161.7,50,1
65.2,132.4,-165.9,50,1
65.2,132.4,-170.1,50,1
65.2,132.4,-174.3,50,1
65.2,132.4,-178.5,50,1
65.2,132.4,-182.7,50,1
65.2,132.4,-186.9,50,1
65.2,132.4,-191.1,50,1
65.2,132.4,-195.3,50,1
65.2,132.4,-199.5,50,-5
65.2,132.4,-203.7,50,-5
65.2,132.4,-207.9,50,-5
65.2,130.0,-2.1,50,3
65.2,130.0,-6.3,50,3
65.2,130.0,-10.5,50,3
65.2,130.0,-14.7,50,3
65.2,130.0,-18.9,50,3
65.2,130.0,-23.1,50,3
65.2,130.0,-27.3,50,3
65.2,130.0,-31.5,50,3
65.2,130.0,-35.7,50,3
65.2,130.0,-39.9,50,3
65.2,130.0,-44.1,50,3
65.2,130.0,-48.3,50,3
65.2,130.0,-52.5,50,0
65.2,130.0,-56.7,50,0
65.2,130.0,-60.9,50,0
65.2,130.0,-65.1,50,0
65.2,130.0,-69.3,50,0
65.2,130.0,-73.5,50,0
65.2,130.0,-77.7,50,0
65.2,130.0,-81.9,50,0
65.2,130.0,-86.1,50,0
65.2,130.0,-90.3,50,0
65.2,130.0,-94.5,50,0
65.2,130.0,-98.7,50,0
65.2,130.0,-102.9,50,2
65.2,130.0,-107.1,50,2
65.2,130.0,-111.3,50,2
65.2,130.0,-115.5,50,2
65.2,130.0,-119.7,50,2
65.2,130.0,-123.9,50,2
65.2,130.0,-128.1,50,2
65.2,130.0,-132.3,50,2
65.2,130.0,-136.5,50,2
65.2,130.0,-140.7,50,2
65.2,130.0,-144.9,50,2
65.2,130.0,-149.1,50,2
65.2,130.0,-153.3,50,1
65.2,130.0,-157.5,50,1
65.2,130.0,-161.7,50,1
65.2,130.0,-165.9,50,1
65.2,130.0,-170.1,50,1
65.2,130.0,-174.3,50,1
65.2,130.0,-178.5,50,1
65.2,130.0,-182.7,50,1
65.2,130.0,-186.9,50,1
65.2,130.0,-191.1,50,1
65.2,130.0,-195.3,50,1
65.2,130.0,-199.5,50,-5
65.2,130.0,-203.7,50,-5
65.2,130.0,-207.9,50,-5
65.2,127.6,-2.1,50,3
65.2,127.6,-6.3,50,3
65.2,127.6,-10.5,50,3
65.2,127.6,-14.7,50,3
65.2,127.6,-18.9,50,3
65.2,127.6,-23.1,50,3
65.2,127.6,-27.3,50,3
65.2,127.6,-31.5,50,3
65.2,127.6,-35.7,50,3
65.2,127.6,-39.9,50,3
65.2,127.6,-44.1,50,3
65.2,127.6,-48.3,50,3
65.2,127.6,-52.5,50,0
65.2,127.6,-56.7,50,0
65.2,127.6,-60.9,50,0
65.2,127.6,-65.1,50,0
65.2,127.6,-69.3,50,0
65.2,127.6,-73.5,50,0
65.2,127.6,-77.7,50,0
65.2,127.6,-81.9,50,0
65.2,127.6,-86.1,50,0
65.2,127.6,-90.3,50,0
65.2,127.6,-94.5,50,0
65.2,127.6,-98.7,50,0
65.2,127.6,-102.9,50,2
65.2,127.6,-107.1,50,2
65.2,127.6,-111.3,50,2
65.2,127.6,-115.5,50,2
65.2,127.6,-119.7,50,2
65.2,127.6,-123.9,50,2
65.2,127.6,-128.1,50,2
65.2,127.6,-132.3,50,2
65.2,127.6,-136.5,50,2
65.2,127.6,-140.7,50,2
65.2,127.6,-144.9,50,2
65.2,127.6,-149.1,50,2
65.2,127.6,-153.3,50,1
65.2,127.6,-157.5,50,1
65.2,127.6,-161.7,50,1
65.2,127.6,-165.9,50,1
65.2,127.6,-170.1,50,1
65.2,127.6,-174.3,50,1
65.2,127.6,-178.5,50,1
65.2,127.6,-182.7,50,1
65.2,127.6,-186.9,50,1
65.2,127.6,-191.1,50,1
65.2,127.6,-195.3,50,1
65.2,127.6,-199.5,50,-5
65.2,127.6,-203.7,50,-5
65.2,127.6,-207.9,50,-5
65.2,125.2,-2.1,50,3
65.2,125.2,-6.3,50,3
65.2,125.2,-10.5,50,3
65.2,125.2,-14.7,50,3
65.2,125.2,-18.9,50,3
65.2,125.2,-23.1,50,3
65.2,125.2,-27.3,50,3
65.2,125.2,-31.5,50,3
65.2,125.2,-35.7,50,3
65.2,125.2,-39.9,50,3
65.2,125.2,-44.1,50,3
65.2,125.2,-48.3,50,3
65.2,125.2,-52.5,50,0
65.2,125.2,-56.7,50,0
65.2,125.2,-60.9,50,0
65.2,125.2,-65.1,50,0
65.2,125.2,-69.3,50,0
65.2,125.2,-73.5,50,0
65.2,125.2,-77.7,50,0
65.2,125.2,-81.9,50,0
65.2,125.2,-86.1,50,0
65.2,125.2,-90.3,50,0
65.2,125.2,-94.5,50,0
65.2,125.2,-98.7,50,0
65.2,125.2,-102.9,50,2
65.2,125.2,-107.1,50,2
65.2,125.2,-111.3,50,2
65.2,125.2,-115.5,50,2
65.2,125.2,-119.7,50,2
65.2,125.2,-123.9,50,2
65.2,125.2,-128.1,50,2
65.2,125.2,-132.3,50,2
65.2,125.2,-136.5,50,2
65.2,125.2,-140.7,50,2
65.2,125.2,-144.9,50,2
65.2,125.2,-149.1,50,2
65.2,125.2,-153.3,50,1
65.2,125.2,-157.5,50,1
65.2,125.2,-161.7,50,1
65.2,125.2,-165.9,50,1
65.2,125.2,-170.1,50,1
65.2,125.2,-174.3,50,1
65.2,125.2,-178.5,50,1
65.2,125.2,-182.7,50,1
65.2,125.2,-186.9,50,1
65.2,125.2,-191.1,50,1
65.2,125.2,-195.3,50,1
65.2,125.2,-199.5,50,-5
65.2,125.2,-203.7,50,-5
65.2,125.2,-207.9,50,-5
65.2,122.8,-2.1,50,3
